user_id,exercise_id,age,weight,fitness_level,prescribed_reps,completed_reps,prescribed_weight,actual_weight,rpe,was_skipped,fatigue_score,days_since_last_worked,energy_level
1,2011,18,79.81944256918315,Intermediate,7,6,6.00813812822728,20.167190066652292,6,False,0.3250799434190132,4,5
1,732,18,79.81944256918315,Intermediate,7,6,30.33946367973338,44.76171175905843,7,False,0.7588166081942077,2,8
1,1962,18,79.81944256918315,Intermediate,7,4,2.495026905478065,10.270469286918466,8,False,0.36269452901425264,6,6
1,755,18,79.81944256918315,Intermediate,9,8,33.0644528086878,33.35155203317356,7,False,0.5363232418778772,2,4
1,2208,18,79.81944256918315,Intermediate,8,6,0.0,0.0,9,False,0.8582831282547536,1,5
1,26,18,79.81944256918315,Intermediate,9,4,49.04581331803568,28.728606596523136,8,False,1.0,0,8
1,446,18,79.81944256918315,Intermediate,11,6,0.0,0.0,10,False,0.6084012679828332,2,9
1,2525,18,79.81944256918315,Intermediate,8,7,10.33423300226618,32.20539094341578,7,False,0.48810560878781606,2,7
1,2029,18,79.81944256918315,Intermediate,8,7,6.632156288306589,21.926136277623094,8,False,0.9876191027875636,1,9
1,513,18,79.81944256918315,Intermediate,7,5,0.0,0.0,9,False,0.26242357688793727,6,7
1,1990,18,79.81944256918315,Intermediate,10,8,7.666998379222884,49.388159809675244,9,False,0.0,7,5
1,190,18,79.81944256918315,Intermediate,8,6,0.0,0.0,8,False,0.2687899582134973,5,5
1,1812,18,79.81944256918315,Intermediate,14,12,46.08607629857618,29.03987779751624,9,False,0.8919166151447302,1,9
1,335,18,79.81944256918315,Intermediate,14,13,0.0,0.0,6,False,0.6806085082656126,3,8
1,1158,18,79.81944256918315,Intermediate,11,8,15.179712436874777,30.358117604002345,9,False,1.0,0,4
1,2574,18,79.81944256918315,Intermediate,9,5,38.145400045544655,20.745290801459486,10,False,0.6141079230195204,2,8
1,2176,18,79.81944256918315,Intermediate,9,6,0.0,0.0,9,False,1.0,0,8
1,1018,18,79.81944256918315,Intermediate,11,8,0.0,0.0,9,False,0.9205794092054836,1,8
1,1844,18,79.81944256918315,Intermediate,12,8,27.147614738658305,30.220802438606885,7,False,0.9316454643126482,0,5
1,1898,18,79.81944256918315,Intermediate,11,10,34.233383933691776,28.389713158525105,8,False,0.9213439055191343,1,6
1,740,18,79.81944256918315,Intermediate,12,11,45.79099655533794,29.851433616820255,6,False,0.8482463133304771,2,8
1,1225,18,79.81944256918315,Intermediate,10,8,8.422658035886277,2.8530703501960852,7,False,0.906747185503535,1,9
1,1900,18,79.81944256918315,Intermediate,11,9,40.91846403868097,21.458299864040725,8,False,0.9529886626853222,1,7
1,1545,18,79.81944256918315,Intermediate,8,0,10.673147550023993,15.021335955099024,0,True,0.5380965418248254,3,4
1,2737,18,79.81944256918315,Intermediate,13,11,0.0,0.0,7,False,0.7333892860418864,2,9
1,345,18,79.81944256918315,Intermediate,12,8,0.0,0.0,8,False,0.9620725351294216,1,7
1,436,18,79.81944256918315,Intermediate,11,9,0.0,0.0,8,False,0.7516510794743337,2,9
1,2318,18,79.81944256918315,Intermediate,7,5,0.0,0.0,7,False,0.5186894208927626,3,5
2,751,64,72.33155476543963,Intermediate,8,7,16.60035667094769,48.31341268673355,6,False,0.8499720801515228,1,6
2,2838,64,72.33155476543963,Intermediate,12,11,18.801649445782676,1.0548592117665734,7,False,0.4547998254586668,3,8
2,959,64,72.33155476543963,Intermediate,12,8,10.12874792524051,44.483118221774916,9,False,0.6203471730284306,3,9
2,2225,64,72.33155476543963,Intermediate,6,4,0.0,0.0,8,False,0.5844391045212376,4,5
2,469,64,72.33155476543963,Intermediate,10,8,0.0,0.0,8,False,0.7736184476587779,2,7
2,2385,64,72.33155476543963,Intermediate,11,8,0.0,0.0,8,False,0.0,7,6
2,2169,64,72.33155476543963,Intermediate,13,8,0.0,0.0,10,False,0.40381737020129294,4,8
2,1025,64,72.33155476543963,Intermediate,7,6,0.0,0.0,9,False,0.02204931421765305,7,4
2,2596,64,72.33155476543963,Intermediate,8,7,5.346743093499623,19.94660286311103,8,False,0.011377854941992838,6,7
2,1236,64,72.33155476543963,Intermediate,9,6,0.0,0.0,7,False,0.7772567026138217,1,6
2,1650,64,72.33155476543963,Intermediate,12,8,10.070047929338354,14.223681967778374,7,False,0.8477172181613356,1,5
2,2160,64,72.33155476543963,Intermediate,13,8,0.0,0.0,8,False,0.6622027823769716,1,6
2,261,64,72.33155476543963,Intermediate,13,10,0.0,0.0,9,False,0.34216422934660773,5,4
2,1056,64,72.33155476543963,Intermediate,7,6,47.19586303094166,12.015988425282254,8,False,0.709374472702949,2,5
2,1523,64,72.33155476543963,Intermediate,7,5,0.0,0.0,7,False,0.3393603048387631,5,9
2,1118,64,72.33155476543963,Intermediate,8,6,6.6633338169099385,47.25109988725341,7,False,0.96754344451487,1,8
2,1272,64,72.33155476543963,Intermediate,7,4,0.0,0.0,7,False,0.32446900887020835,4,6
2,1033,64,72.33155476543963,Intermediate,13,11,0.0,0.0,9,False,0.3903744910294923,3,4
2,2185,64,72.33155476543963,Intermediate,11,9,0.0,0.0,7,False,0.4516774247654882,5,4
2,11,64,72.33155476543963,Intermediate,8,6,12.444124076172963,49.63581401020257,8,False,0.1491768326414547,6,8
2,513,64,72.33155476543963,Intermediate,8,4,0.0,0.0,9,False,0.78896132507,2,8
2,892,64,72.33155476543963,Intermediate,7,5,19.519199183854578,0.1406968450705426,9,False,0.5861900225632024,3,5
2,2223,64,72.33155476543963,Intermediate,10,8,0.0,0.0,8,False,0.4487432964032543,3,4
2,997,64,72.33155476543963,Intermediate,9,4,0.0,0.0,8,False,0.6205211442731419,3,8
2,2870,64,72.33155476543963,Intermediate,8,5,23.27940582144899,45.752212895172725,10,False,0.9173358860492584,0,8
2,2493,64,72.33155476543963,Intermediate,12,5,17.82007809340125,8.070402113413245,8,False,0.901979917540944,0,4
2,1694,64,72.33155476543963,Intermediate,7,6,10.339333358528819,47.58716429271887,8,False,0.0,7,5
2,379,64,72.33155476543963,Intermediate,13,9,0.0,0.0,9,False,0.7910831059261814,3,5
2,187,64,72.33155476543963,Intermediate,10,7,0.0,0.0,7,False,0.04800110919739813,7,5
2,2415,64,72.33155476543963,Intermediate,14,12,11.107753378904196,2.441883741012252,8,False,0.4212106946006154,4,5
2,1988,64,72.33155476543963,Intermediate,9,7,26.603534073802663,44.642990197809965,7,False,0.6162247350274536,3,4
2,1917,64,72.33155476543963,Intermediate,7,6,11.037863139580335,27.312147705930634,7,False,0.9540831568982451,1,7
2,2739,64,72.33155476543963,Intermediate,8,4,0.0,0.0,8,False,0.23399239920693038,5,9
2,407,64,72.33155476543963,Intermediate,8,5,0.0,0.0,10,False,0.3649857857793367,4,4
2,669,64,72.33155476543963,Intermediate,11,6,35.9363966186792,6.273748993532519,10,False,0.9920891034145076,0,9
2,526,64,72.33155476543963,Intermediate,14,12,0.0,0.0,7,False,0.269517503644359,6,6
2,1137,64,72.33155476543963,Intermediate,13,11,30.46480557108302,36.90262350275118,7,False,0.34167232100948963,4,7
2,314,64,72.33155476543963,Intermediate,11,9,0.0,0.0,9,False,0.8434640601859853,1,7
2,1510,64,72.33155476543963,Intermediate,7,5,0.0,0.0,8,False,0.36861799115073585,4,4
2,1641,64,72.33155476543963,Intermediate,8,5,7.034298156859309,16.080336955364533,8,False,0.0,7,5
3,2694,22,63.59758551472759,Beginner,7,6,44.68469888070186,45.89629974652746,8,False,0.0,6,4
3,2335,22,63.59758551472759,Beginner,12,10,0.0,0.0,7,False,0.19164302795965257,5,6
3,2365,22,63.59758551472759,Beginner,9,5,0.0,0.0,9,False,0.19003294832528245,5,6
3,717,22,63.59758551472759,Beginner,9,7,26.90240760608214,33.90627387030852,8,False,0.16236181276551653,6,5
3,2488,22,63.59758551472759,Beginner,7,5,29.442442657371632,31.4206952109404,8,False,0.9912243834975207,0,4
3,626,22,63.59758551472759,Beginner,13,11,30.2846580520931,9.49775623593766,9,False,0.4297932199975543,3,5
3,1390,22,63.59758551472759,Beginner,14,11,0.0,0.0,7,False,0.481174795132267,3,6
3,499,22,63.59758551472759,Beginner,8,7,0.0,0.0,6,False,0.6035230933035802,2,4
3,1009,22,63.59758551472759,Beginner,13,9,0.0,0.0,9,False,0.8342012046833837,0,7
3,961,22,63.59758551472759,Beginner,9,6,0.0,0.0,8,False,0.8615160903925501,0,4
3,2561,22,63.59758551472759,Beginner,14,8,31.429054844246913,18.986534664764815,10,False,0.9132562363170976,1,4
3,1601,22,63.59758551472759,Beginner,6,2,0.0,0.0,9,False,0.7750828774164498,2,4
3,1220,22,63.59758551472759,Beginner,7,4,26.79011948837431,11.935269936960202,10,False,0.5534489689208755,3,9
3,1859,22,63.59758551472759,Beginner,12,8,30.294116779182346,42.26626735174428,7,False,0.20912442752946314,6,7
3,1767,22,63.59758551472759,Beginner,11,7,19.527558439301213,36.379073283228486,9,False,0.0,7,7
3,213,22,63.59758551472759,Beginner,13,9,0.0,0.0,9,False,0.17656997382846265,7,4
3,1076,22,63.59758551472759,Beginner,6,4,16.40510146816641,6.595979322802342,7,False,0.5039899559510106,3,9
3,2904,22,63.59758551472759,Beginner,12,9,0.0,0.0,9,False,0.0,7,7
3,761,22,63.59758551472759,Beginner,11,9,29.540155953797857,48.05122034818478,8,False,0.4968456939961365,3,4
3,461,22,63.59758551472759,Beginner,14,8,0.0,0.0,10,False,0.0672030772718303,7,9
3,2506,22,63.59758551472759,Beginner,6,5,34.98033602130608,6.206029201200552,8,False,0.303637616690552,4,8
3,2118,22,63.59758551472759,Beginner,14,9,0.0,0.0,8,False,0.9522159901191821,1,6
3,1177,22,63.59758551472759,Beginner,13,11,39.53918315944126,21.144155479654174,7,False,0.3407200471297599,5,6
3,2417,22,63.59758551472759,Beginner,12,8,10.537464026684306,26.251219501988498,7,False,0.002819718104543194,7,8
3,2801,22,63.59758551472759,Beginner,6,4,34.07098231326241,5.775590950583364,9,False,0.5647358818489798,3,7
3,868,22,63.59758551472759,Beginner,13,10,43.48029418055572,18.801234404682205,8,False,0.531461798824482,2,4
3,1201,22,63.59758551472759,Beginner,9,5,14.226071958305486,26.05018981205689,9,False,0.844105022694373,1,7
3,637,22,63.59758551472759,Beginner,14,9,0.0,0.0,10,False,0.5333914320872818,5,7
3,247,22,63.59758551472759,Beginner,7,0,0.0,0.0,0,True,0.23296604584056535,5,4
3,2749,22,63.59758551472759,Beginner,7,6,0.0,0.0,9,False,0.21342105603450395,6,9
3,178,22,63.59758551472759,Beginner,10,4,6.76429172561821,43.688407475966606,9,False,0.3538285617085504,4,6
3,2512,22,63.59758551472759,Beginner,7,3,34.54049050850731,6.6766399481467955,8,False,1.0,0,4
3,407,22,63.59758551472759,Beginner,12,9,0.0,0.0,9,False,0.0,7,9
3,1709,22,63.59758551472759,Beginner,8,0,33.887083381313566,38.546730743208514,0,True,1.0,0,4
3,2000,22,63.59758551472759,Beginner,8,0,41.04292522795205,30.291857979673466,0,True,0.24811126177930037,5,5
4,371,25,52.201669258788584,Beginner,7,5,0.0,0.0,8,False,0.0,7,8
4,637,25,52.201669258788584,Beginner,11,6,0.0,0.0,10,False,0.24645714905741076,5,6
4,386,25,52.201669258788584,Beginner,8,6,0.0,0.0,8,False,0.6901540681892431,3,9
4,1159,25,52.201669258788584,Beginner,11,8,30.87733511822585,46.133710560530545,8,False,0.8595750257717791,1,8
4,2427,25,52.201669258788584,Beginner,9,6,38.270609587946616,35.34403394818478,7,False,0.9737390196100062,0,6
4,1957,25,52.201669258788584,Beginner,6,5,37.33349585935693,11.997743505010083,8,False,0.0,7,4
4,1143,25,52.201669258788584,Beginner,13,9,22.05312457790878,32.451622785232146,8,False,0.8835206149266457,0,4
4,2125,25,52.201669258788584,Beginner,14,9,0.0,0.0,10,False,0.3985496591902804,3,5
4,512,25,52.201669258788584,Beginner,7,6,0.0,0.0,7,False,0.5280972905346959,4,6
4,618,25,52.201669258788584,Beginner,10,6,0.0,0.0,10,False,0.0,7,7
4,634,25,52.201669258788584,Beginner,10,9,17.92051284024166,47.41588120588476,8,False,0.0,7,4
4,1882,25,52.201669258788584,Beginner,8,7,40.207845259497155,33.43311113889465,8,False,0.7057294948143359,1,8
4,1714,25,52.201669258788584,Beginner,7,6,12.230120617639606,12.81175719962624,7,False,0.4525097452741919,3,4
4,1964,25,52.201669258788584,Beginner,7,4,15.955764087717327,25.13922050027223,8,False,1.0,0,7
4,1663,25,52.201669258788584,Beginner,9,6,25.261155394936896,48.24982753525372,7,False,1.0,0,7
4,325,25,52.201669258788584,Beginner,11,8,0.0,0.0,7,False,0.25708349903873723,5,9
4,792,25,52.201669258788584,Beginner,14,9,29.436040575778616,36.302599750203605,8,False,0.30601957492113446,4,8
4,1260,25,52.201669258788584,Beginner,13,8,0.0,0.0,9,False,0.9862128629964503,0,7
4,2750,25,52.201669258788584,Beginner,9,7,0.0,0.0,9,False,0.5680578608432151,2,4
4,751,25,52.201669258788584,Beginner,13,12,3.3540389349218658,10.753992325157302,8,False,0.11600275440087741,6,6
4,410,25,52.201669258788584,Beginner,6,4,0.0,0.0,9,False,0.7595249848195699,1,6
4,2818,25,52.201669258788584,Beginner,11,8,25.437860553261533,37.99417425103603,8,False,0.0,6,8
4,868,25,52.201669258788584,Beginner,6,3,47.13728567298704,10.30673479750509,10,False,0.9560819650498265,1,6
4,836,25,52.201669258788584,Beginner,10,7,0.3158862569179022,31.030227077776562,8,False,0.34823597595114175,6,7
4,2008,25,52.201669258788584,Beginner,10,8,33.012387361299965,41.137372915128765,9,False,0.8137013012004954,0,8
4,2578,25,52.201669258788584,Beginner,10,8,21.393930774096283,35.26777851240178,7,False,0.3465517042739123,5,7
4,1916,25,52.201669258788584,Beginner,12,8,31.951478161000672,7.032140284840943,7,False,0.038017968292230114,5,8
4,2015,25,52.201669258788584,Beginner,6,3,20.460247693326828,10.031663940253832,8,False,0.34577644479178277,5,5
4,2076,25,52.201669258788584,Beginner,8,6,6.970081448995585,4.872745244893123,7,False,0.7456527620889728,1,8
4,851,25,52.201669258788584,Beginner,7,6,14.129721984419009,19.713823265704434,8,False,0.6776779348014011,2,7
4,142,25,52.201669258788584,Beginner,9,6,41.848861079106655,0.6699933617293874,7,False,0.2554355711512684,6,9
4,2425,25,52.201669258788584,Beginner,9,6,2.019494140963818,48.30116847750002,8,False,0.0,7,5
4,1359,25,52.201669258788584,Beginner,7,4,1.1093117351142268,48.52732848558158,10,False,0.9569225893132263,0,7
4,2222,25,52.201669258788584,Beginner,7,6,0.0,0.0,8,False,0.5956235650570493,3,6
4,2686,25,52.201669258788584,Beginner,11,0,43.12527413796305,38.09955013977153,0,True,0.8190116385288231,1,5
4,660,25,52.201669258788584,Beginner,6,3,19.927712433867757,22.328495468058613,10,False,0.1594784382596127,5,5
4,285,25,52.201669258788584,Beginner,9,7,0.0,0.0,8,False,0.8842899809813806,0,6
4,2045,25,52.201669258788584,Beginner,8,6,27.23827678467565,8.731213670498994,7,False,0.2567272595427032,5,8
4,192,25,52.201669258788584,Beginner,11,6,0.0,0.0,8,False,0.9577415440088584,0,8
4,2053,25,52.201669258788584,Beginner,8,0,49.52917609132042,23.266846530557793,0,True,0.8349508745486952,1,8
4,123,25,52.201669258788584,Beginner,7,3,14.150964250127418,34.76042763998775,10,False,0.44362411755097275,3,6
4,2571,25,52.201669258788584,Beginner,9,7,20.150814313468025,39.64665862308917,7,False,0.0,7,6
4,501,25,52.201669258788584,Beginner,6,4,0.0,0.0,7,False,1.0,0,4
4,1778,25,52.201669258788584,Beginner,8,7,0.0,0.0,7,False,0.5882884760965368,2,9
4,1259,25,52.201669258788584,Beginner,6,4,0.0,0.0,8,False,0.5306914487567133,3,9
5,431,37,64.74270923741088,Intermediate,8,4,0.0,0.0,8,False,0.6461168106124039,4,6
5,2350,37,64.74270923741088,Intermediate,10,8,0.0,0.0,9,False,0.625457356797118,3,7
5,392,37,64.74270923741088,Intermediate,7,4,0.0,0.0,7,False,0.9379790315253829,0,9
5,1233,37,64.74270923741088,Intermediate,12,8,0.0,0.0,8,False,0.9714672464476386,0,7
